No.,Time,,Time 1,Time 2,Delay,,Rata2 Delay,,delay 1,delay 2,var delay,,tot var,Jitter
30186,190.994248,,190.994248,190.994297,4.9E-05,,,,4.9E-05,0.023787,0.023738,,,
30187,190.994297,,190.994297,191.018084,0.023787,,,,0.023787,0.010684,-0.013103,,,
30188,191.018084,,191.018084,191.028768,0.010684,,,,0.010684,0.000178,-0.010506,,,
30189,191.028768,,191.028768,191.028946,0.000178,,,,0.000178,5.7E-05,-0.000121,,,
30190,191.028946,,191.028946,191.029003,5.7E-05,,,,5.7E-05,0.024714,0.024657,,,
30191,191.029003,,191.029003,191.053717,0.024714,,,,0.024714,0.013177,-0.011537,,,
30192,191.053717,,191.053717,191.066894,0.013177,,,,0.013177,0.008498,-0.004679,,,
30193,191.066894,,191.066894,191.075392,0.008498,,,,0.008498,0.029469,0.020971,,,
30194,191.075392,,191.075392,191.104861,0.029469,,,,0.029469,0.000228,-0.029241,,,
30195,191.104861,,191.104861,191.105089,0.000228,,,,0.000228,0.009921,0.009693,,,
30196,191.105089,,191.105089,191.11501,0.009921,,,,0.009921,0.000136,-0.009785,,,
30197,191.11501,,191.11501,191.115146,0.000136,,,,0.000136,4E-05,-9.6E-05,,,
30198,191.115146,,191.115146,191.115186,4E-05,,,,4E-05,3.6E-05,-4E-06,,,
30199,191.115186,,191.115186,191.115222,3.6E-05,,,,3.6E-05,0.040267,0.040231,,,
30200,191.115222,,191.115222,191.155489,0.040267,,,,0.040267,0.008116,-0.032151,,,
30201,191.155489,,191.155489,191.163605,0.008116,,,,0.008116,0.000323,-0.007793,,,
30202,191.163605,,191.163605,191.163928,0.000323,,,,0.000323,0.000395,7.2E-05,,,
30203,191.163928,,191.163928,191.164323,0.000395,,,,0.000395,0.001407,0.001012,,,
30204,191.164323,,191.164323,191.16573,0.001407,,,,0.001407,0.000148,-0.001259,,,
30205,191.16573,,191.16573,191.165878,0.000148,,,,0.000148,6.4E-05,-8.4E-05,,,
30206,191.165878,,191.165878,191.165942,6.4E-05,,,,6.4E-05,4.1E-05,-2.3E-05,,,
30207,191.165942,,191.165942,191.165983,4.1E-05,,,,4.1E-05,4.4E-05,3E-06,,,
30208,191.165983,,191.165983,191.166027,4.4E-05,,,,4.4E-05,5.2E-05,8E-06,,,
30209,191.166027,,191.166027,191.166079,5.2E-05,,,,5.2E-05,0.005733,0.005681,,,
30210,191.166079,,191.166079,191.171812,0.005733,,,,0.005733,0.014852,0.009119,,,
30211,191.171812,,191.171812,191.186664,0.014852,,,,0.014852,0.022327,0.007475,,,
30212,191.186664,,191.186664,191.208991,0.022327,,,,0.022327,0.062908,0.040581,,,
30213,191.208991,,191.208991,191.271899,0.062908,,,,0.062908,0.007082,-0.055826,,,
30214,191.271899,,191.271899,191.278981,0.007082,,,,0.007082,0.000398,-0.006684,,,
30215,191.278981,,191.278981,191.279379,0.000398,,,,0.000398,0.000271,-0.000127,,,
30216,191.279379,,191.279379,191.27965,0.000271,,,,0.000271,6.9E-05,-0.000202,,,
30217,191.27965,,191.27965,191.279719,6.9E-05,,,,6.9E-05,5.7E-05,-1.2E-05,,,
30218,191.279719,,191.279719,191.279776,5.7E-05,,,,5.7E-05,5.3E-05,-4E-06,,,
30219,191.279776,,191.279776,191.279829,5.3E-05,,,,5.3E-05,5.5E-05,2E-06,,,
30220,191.279829,,191.279829,191.279884,5.5E-05,,,,5.5E-05,5.3E-05,-2E-06,,,
30221,191.279884,,191.279884,191.279937,5.3E-05,,,,5.3E-05,5.4E-05,1E-06,,,
30222,191.279937,,191.279937,191.279991,5.4E-05,,,,5.4E-05,5.6E-05,2E-06,,,
30223,191.279991,,191.279991,191.280047,5.6E-05,,,,5.6E-05,5.2E-05,-4E-06,,,
30224,191.280047,,191.280047,191.280099,5.2E-05,,,,5.2E-05,5.2E-05,-2.84217E-14,,,
30225,191.280099,,191.280099,191.280151,5.2E-05,,,,5.2E-05,0.008749,0.008697,,,
30226,191.280151,,191.280151,191.2889,0.008749,,,,0.008749,0.03119,0.022441,,,
30227,191.2889,,191.2889,191.32009,0.03119,,,,0.03119,0,-0.03119,,,
30228,191.32009,,191.32009,191.32009,0,,,,0,0.01883,0.01883,,,
30229,191.32009,,191.32009,191.33892,0.01883,,,,0.01883,0.020961,0.002131,,,
30230,191.33892,,191.33892,191.359881,0.020961,,,,0.020961,0.0003,-0.020661,,,
30231,191.359881,,191.359881,191.360181,0.0003,,,,0.0003,0.018842,0.018542,,,
30232,191.360181,,191.360181,191.379023,0.018842,,,,0.018842,0.000296,-0.018546,,,
30233,191.379023,,191.379023,191.379319,0.000296,,,,0.000296,0.000113,-0.000183,,,
30234,191.379319,,191.379319,191.379432,0.000113,,,,0.000113,0.000134,2.1E-05,,,
30235,191.379432,,191.379432,191.379566,0.000134,,,,0.000134,4.4E-05,-9E-05,,,
30236,191.379566,,191.379566,191.37961,4.4E-05,,,,4.4E-05,5.2E-05,8E-06,,,
30237,191.37961,,191.37961,191.379662,5.2E-05,,,,5.2E-05,9.7E-05,4.5E-05,,,
30238,191.379662,,191.379662,191.379759,9.7E-05,,,,9.7E-05,0.019514,0.019417,,,
30239,191.379759,,191.379759,191.399273,0.019514,,,,0.019514,0.010973,-0.008541,,,
30240,191.399273,,191.399273,191.410246,0.010973,,,,0.010973,0.000153,-0.01082,,,
30241,191.410246,,191.410246,191.410399,0.000153,,,,0.000153,5.1E-05,-0.000102,,,
30242,191.410399,,191.410399,191.41045,5.1E-05,,,,5.1E-05,4.6E-05,-5E-06,,,
30243,191.41045,,191.41045,191.410496,4.6E-05,,,,4.6E-05,0.06974,0.069694,,,
30244,191.410496,,191.410496,191.480236,0.06974,,,,0.06974,0.001024,-0.068716,,,
30245,191.480236,,191.480236,191.48126,0.001024,,,,0.001024,0.00029,-0.000734,,,
30246,191.48126,,191.48126,191.48155,0.00029,,,,0.00029,0.000112,-0.000178,,,
30247,191.48155,,191.48155,191.481662,0.000112,,,,0.000112,0.000124,1.2E-05,,,
30248,191.481662,,191.481662,191.481786,0.000124,,,,0.000124,5E-05,-7.4E-05,,,
30249,191.481786,,191.481786,191.481836,5E-05,,,,5E-05,0.009297,0.009247,,,
30250,191.481836,,191.481836,191.491133,0.009297,,,,0.009297,0.009856,0.000559,,,
30251,191.491133,,191.491133,191.500989,0.009856,,,,0.009856,0.000149,-0.009707,,,
30252,191.500989,,191.500989,191.501138,0.000149,,,,0.000149,0.010344,0.010195,,,
30253,191.501138,,191.501138,191.511482,0.010344,,,,0.010344,0.000281,-0.010063,,,
30254,191.511482,,191.511482,191.511763,0.000281,,,,0.000281,0.011107,0.010826,,,
30255,191.511763,,191.511763,191.52287,0.011107,,,,0.011107,0.000167,-0.01094,,,
30256,191.52287,,191.52287,191.523037,0.000167,,,,0.000167,5.4E-05,-0.000113,,,
30257,191.523037,,191.523037,191.523091,5.4E-05,,,,5.4E-05,5.6E-05,2E-06,,,
30258,191.523091,,191.523091,191.523147,5.6E-05,,,,5.6E-05,0.035608,0.035552,,,
30259,191.523147,,191.523147,191.558755,0.035608,,,,0.035608,0.010538,-0.02507,,,
30260,191.558755,,191.558755,191.569293,0.010538,,,,0.010538,4.7E-05,-0.010491,,,
30261,191.569293,,191.569293,191.56934,4.7E-05,,,,4.7E-05,0.000126,7.9E-05,,,
30262,191.56934,,191.56934,191.569466,0.000126,,,,0.000126,4.7E-05,-7.9E-05,,,
30263,191.569466,,191.569466,191.569513,4.7E-05,,,,4.7E-05,4.3E-05,-4E-06,,,
30264,191.569513,,191.569513,191.569556,4.3E-05,,,,4.3E-05,4.5E-05,2E-06,,,
30265,191.569556,,191.569556,191.569601,4.5E-05,,,,4.5E-05,0.009736,0.009691,,,
30266,191.569601,,191.569601,191.579337,0.009736,,,,0.009736,0.030257,0.020521,,,
30267,191.579337,,191.579337,191.609594,0.030257,,,,0.030257,0.009939,-0.020318,,,
30268,191.609594,,191.609594,191.619533,0.009939,,,,0.009939,0.008241,-0.001698,,,
30269,191.619533,,191.619533,191.627774,0.008241,,,,0.008241,0,-0.008241,,,
30270,191.627774,,191.627774,191.627774,0,,,,0,0.004655,0.004655,,,
30271,191.627774,,191.627774,191.632429,0.004655,,,,0.004655,0.016181,0.011526,,,
30272,191.632429,,191.632429,191.64861,0.016181,,,,0.016181,0.000322,-0.015859,,,
30273,191.64861,,191.64861,191.648932,0.000322,,,,0.000322,6.4E-05,-0.000258,,,
30274,191.648932,,191.648932,191.648996,6.4E-05,,,,6.4E-05,5.8E-05,-6E-06,,,
30275,191.648996,,191.648996,191.649054,5.8E-05,,,,5.8E-05,5.9E-05,1E-06,,,
30276,191.649054,,191.649054,191.649113,5.9E-05,,,,5.9E-05,0.015162,0.015103,,,
30277,191.649113,,191.649113,191.664275,0.015162,,,,0.015162,0.01069,-0.004472,,,
30278,191.664275,,191.664275,191.674965,0.01069,,,,0.01069,0.00014,-0.01055,,,
30279,191.674965,,191.674965,191.675105,0.00014,,,,0.00014,3.8E-05,-0.000102,,,
30280,191.675105,,191.675105,191.675143,3.8E-05,,,,3.8E-05,0.040171,0.040133,,,
30281,191.675143,,191.675143,191.715314,0.040171,,,,0.040171,0.010448,-0.029723,,,
30282,191.715314,,191.715314,191.725762,0.010448,,,,0.010448,0.000121,-0.010327,,,
30283,191.725762,,191.725762,191.725883,0.000121,,,,0.000121,4E-05,-8.1E-05,,,
30284,191.725883,,191.725883,191.725923,4E-05,,,,4E-05,0.009617,0.009577,,,
30285,191.725923,,191.725923,191.73554,0.009617,,,,0.009617,0.033064,0.023447,,,
30286,191.73554,,191.73554,191.768604,0.033064,,,,0.033064,0.009953,-0.023111,,,
30287,191.768604,,191.768604,191.778557,0.009953,,,,0.009953,0.000217,-0.009736,,,
30288,191.778557,,191.778557,191.778774,0.000217,,,,0.000217,5.4E-05,-0.000163,,,
30289,191.778774,,191.778774,191.778828,5.4E-05,,,,5.4E-05,0.008112,0.008058,,,
30290,191.778828,,191.778828,191.78694,0.008112,,,,0.008112,0,-0.008112,,,
30291,191.78694,,191.78694,191.78694,0,,,,0,0,0,,,
30292,191.78694,,191.78694,191.78694,0,,,,0,0.000324,0.000324,,,
30293,191.78694,,191.78694,191.787264,0.000324,,,,0.000324,0.000176,-0.000148,,,
30294,191.787264,,191.787264,191.78744,0.000176,,,,0.000176,5.8E-05,-0.000118,,,
30295,191.78744,,191.78744,191.787498,5.8E-05,,,,5.8E-05,4.3E-05,-1.5E-05,,,
30296,191.787498,,191.787498,191.787541,4.3E-05,,,,4.3E-05,0.02866,0.028617,,,
30297,191.787541,,191.787541,191.816201,0.02866,,,,0.02866,0.01052,-0.01814,,,
30298,191.816201,,191.816201,191.826721,0.01052,,,,0.01052,0.000252,-0.010268,,,
30299,191.826721,,191.826721,191.826973,0.000252,,,,0.000252,7.1E-05,-0.000181,,,
30300,191.826973,,191.826973,191.827044,7.1E-05,,,,7.1E-05,0.010867,0.010796,,,
30301,191.827044,,191.827044,191.837911,0.010867,,,,0.010867,0.03664,0.025773,,,
30302,191.837911,,191.837911,191.874551,0.03664,,,,0.03664,0.000588,-0.036052,,,
30303,191.874551,,191.874551,191.875139,0.000588,,,,0.000588,0.042683,0.042095,,,
30304,191.875139,,191.875139,191.917822,0.042683,,,,0.042683,0.010902,-0.031781,,,
30305,191.917822,,191.917822,191.928724,0.010902,,,,0.010902,0.000202,-0.0107,,,
30306,191.928724,,191.928724,191.928926,0.000202,,,,0.000202,5.3E-05,-0.000149,,,
30307,191.928926,,191.928926,191.928979,5.3E-05,,,,5.3E-05,4.9E-05,-4E-06,,,
30308,191.928979,,191.928979,191.929028,4.9E-05,,,,4.9E-05,5.3E-05,4E-06,,,
30309,191.929028,,191.929028,191.929081,5.3E-05,,,,5.3E-05,5.1E-05,-2E-06,,,
30310,191.929081,,191.929081,191.929132,5.1E-05,,,,5.1E-05,4.7E-05,-4E-06,,,
30311,191.929132,,191.929132,191.929179,4.7E-05,,,,4.7E-05,4.4E-05,-3E-06,,,
30312,191.929179,,191.929179,191.929223,4.4E-05,,,,4.4E-05,0.019163,0.019119,,,
30313,191.929223,,191.929223,191.948386,0.019163,,,,0.019163,0.000198,-0.018965,,,
30314,191.948386,,191.948386,191.948584,0.000198,,,,0.000198,0.000117,-8.1E-05,,,
30315,191.948584,,191.948584,191.948701,0.000117,,,,0.000117,0.000129,1.2E-05,,,
30316,191.948701,,191.948701,191.94883,0.000129,,,,0.000129,4.3E-05,-8.6E-05,,,
30317,191.94883,,191.94883,191.948873,4.3E-05,,,,4.3E-05,4.1E-05,-2E-06,,,
30318,191.948873,,191.948873,191.948914,4.1E-05,,,,4.1E-05,0.00326,0.003219,,,
30319,191.948914,,191.948914,191.952174,0.00326,,,,0.00326,0.038887,0.035627,,,
30320,191.952174,,191.952174,191.991061,0.038887,,,,0.038887,0.008174,-0.030713,,,
30321,191.991061,,191.991061,191.999235,0.008174,,,,0.008174,0.010012,0.001838,,,
30322,191.999235,,191.999235,192.009247,0.010012,,,,0.010012,0.041151,0.031139,,,
30323,192.009247,,192.009247,192.050398,0.041151,,,,0.041151,0.010376,-0.030775,,,
30324,192.050398,,192.050398,192.060774,0.010376,,,,0.010376,0.000195,-0.010181,,,
30325,192.060774,,192.060774,192.060969,0.000195,,,,0.000195,5.7E-05,-0.000138,,,
30326,192.060969,,192.060969,192.061026,5.7E-05,,,,5.7E-05,4.7E-05,-1E-05,,,
30327,192.061026,,192.061026,192.061073,4.7E-05,,,,4.7E-05,5E-05,3E-06,,,
30328,192.061073,,192.061073,192.061123,5E-05,,,,5E-05,0.00895,0.0089,,,
30329,192.061123,,192.061123,192.070073,0.00895,,,,0.00895,0.000197,-0.008753,,,
30330,192.070073,,192.070073,192.07027,0.000197,,,,0.000197,0.010507,0.01031,,,
30331,192.07027,,192.07027,192.080777,0.010507,,,,0.010507,0.000244,-0.010263,,,
30332,192.080777,,192.080777,192.081021,0.000244,,,,0.000244,6E-05,-0.000184,,,
30333,192.081021,,192.081021,192.081081,6E-05,,,,6E-05,0.041483,0.041423,,,
30334,192.081081,,192.081081,192.122564,0.041483,,,,0.041483,0.008366,-0.033117,,,
30335,192.122564,,192.122564,192.13093,0.008366,,,,0.008366,0.001096,-0.00727,,,
30336,192.13093,,192.13093,192.132026,0.001096,,,,0.001096,0.00018,-0.000916,,,
30337,192.132026,,192.132026,192.132206,0.00018,,,,0.00018,0.000108,-7.2E-05,,,
30338,192.132206,,192.132206,192.132314,0.000108,,,,0.000108,0.028732,0.028624,,,
30339,192.132314,,192.132314,192.161046,0.028732,,,,0.028732,0.010148,-0.018584,,,
30340,192.161046,,192.161046,192.171194,0.010148,,,,0.010148,0.000206,-0.009942,,,
30341,192.171194,,192.171194,192.1714,0.000206,,,,0.000206,0.000138,-6.8E-05,,,
30342,192.1714,,192.1714,192.171538,0.000138,,,,0.000138,0.000152,1.4E-05,,,
30343,192.171538,,192.171538,192.17169,0.000152,,,,0.000152,0.070605,0.070453,,,
30344,192.17169,,192.17169,192.242295,0.070605,,,,0.070605,0.009731,-0.060874,,,
30345,192.242295,,192.242295,192.252026,0.009731,,,,0.009731,0.000209,-0.009522,,,
30346,192.252026,,192.252026,192.252235,0.000209,,,,0.000209,5.3E-05,-0.000156,,,
30347,192.252235,,192.252235,192.252288,5.3E-05,,,,5.3E-05,4.4E-05,-9E-06,,,
30348,192.252288,,192.252288,192.252332,4.4E-05,,,,4.4E-05,4E-05,-4E-06,,,
30349,192.252332,,192.252332,192.252372,4E-05,,,,4E-05,4.3E-05,3E-06,,,
30350,192.252372,,192.252372,192.252415,4.3E-05,,,,4.3E-05,4.2E-05,-1E-06,,,
30351,192.252415,,192.252415,192.252457,4.2E-05,,,,4.2E-05,4.3E-05,1E-06,,,
30352,192.252457,,192.252457,192.2525,4.3E-05,,,,4.3E-05,4.4E-05,1E-06,,,
30353,192.2525,,192.2525,192.252544,4.4E-05,,,,4.4E-05,4.5E-05,1E-06,,,
30354,192.252544,,192.252544,192.252589,4.5E-05,,,,4.5E-05,0.010934,0.010889,,,
30355,192.252589,,192.252589,192.263523,0.010934,,,,0.010934,0.019346,0.008412,,,
30356,192.263523,,192.263523,192.282869,0.019346,,,,0.019346,0.057006,0.03766,,,
30357,192.282869,,192.282869,192.339875,0.057006,,,,0.057006,0.000284,-0.056722,,,
30358,192.339875,,192.339875,192.340159,0.000284,,,,0.000284,0.003992,0.003708,,,
30359,192.340159,,192.340159,192.344151,0.003992,,,,0.003992,0,-0.003992,,,
30360,192.344151,,192.344151,192.344151,0,,,,0,0.000509,0.000509,,,
30361,192.344151,,192.344151,192.34466,0.000509,,,,0.000509,0.0002,-0.000309,,,
30362,192.34466,,192.34466,192.34486,0.0002,,,,0.0002,4.8E-05,-0.000152,,,
30363,192.34486,,192.34486,192.344908,4.8E-05,,,,4.8E-05,4.6E-05,-2E-06,,,
30364,192.344908,,192.344908,192.344954,4.6E-05,,,,4.6E-05,4E-05,-6E-06,,,
30365,192.344954,,192.344954,192.344994,4E-05,,,,4E-05,5.3E-05,1.3E-05,,,
30366,192.344994,,192.344994,192.345047,5.3E-05,,,,5.3E-05,5.3E-05,2.84217E-14,,,
30367,192.345047,,192.345047,192.3451,5.3E-05,,,,5.3E-05,6.9E-05,1.6E-05,,,
30368,192.3451,,192.3451,192.345169,6.9E-05,,,,6.9E-05,4.9E-05,-2E-05,,,
30369,192.345169,,192.345169,192.345218,4.9E-05,,,,4.9E-05,4.4E-05,-5E-06,,,
30370,192.345218,,192.345218,192.345262,4.4E-05,,,,4.4E-05,4.4E-05,0,,,
30371,192.345262,,192.345262,192.345306,4.4E-05,,,,4.4E-05,0.019441,0.019397,,,
30372,192.345306,,192.345306,192.364747,0.019441,,,,0.019441,0.019408,-3.3E-05,,,
30373,192.364747,,192.364747,192.384155,0.019408,,,,0.019408,0.103055,0.083647,,,
30374,192.384155,,192.384155,192.48721,0.103055,,,,0.103055,0.009833,-0.093222,,,
30375,192.48721,,192.48721,192.497043,0.009833,,,,0.009833,0.00015,-0.009683,,,
30376,192.497043,,192.497043,192.497193,0.00015,,,,0.00015,4.3E-05,-0.000107,,,
30377,192.497193,,192.497193,192.497236,4.3E-05,,,,4.3E-05,4.4E-05,1E-06,,,
30378,192.497236,,192.497236,192.49728,4.4E-05,,,,4.4E-05,6E-05,1.6E-05,,,
30379,192.49728,,192.49728,192.49734,6E-05,,,,6E-05,4.1E-05,-1.9E-05,,,
30380,192.49734,,192.49734,192.497381,4.1E-05,,,,4.1E-05,7.2E-05,3.1E-05,,,
30381,192.497381,,192.497381,192.497453,7.2E-05,,,,7.2E-05,4.1E-05,-3.1E-05,,,
30382,192.497453,,192.497453,192.497494,4.1E-05,,,,4.1E-05,4.3E-05,2E-06,,,
30383,192.497494,,192.497494,192.497537,4.3E-05,,,,4.3E-05,0.000154,0.000111,,,
30384,192.497537,,192.497537,192.497691,0.000154,,,,0.000154,8.2E-05,-7.2E-05,,,
30385,192.497691,,192.497691,192.497773,8.2E-05,,,,8.2E-05,4.1E-05,-4.1E-05,,,
30386,192.497773,,192.497773,192.497814,4.1E-05,,,,4.1E-05,0.029719,0.029678,,,
30387,192.497814,,192.497814,192.527533,0.029719,,,,0.029719,0,-0.029719,,,
30388,192.527533,,192.527533,192.527533,0,,,,0,0.03596,0.03596,,,
30389,192.527533,,192.527533,192.563493,0.03596,,,,0.03596,0,-0.03596,,,
30390,192.563493,,192.563493,192.563493,0,,,,0,0.010305,0.010305,,,
30391,192.563493,,192.563493,192.573798,0.010305,,,,0.010305,0.006414,-0.003891,,,
30392,192.573798,,192.573798,192.580212,0.006414,,,,0.006414,0.009694,0.00328,,,
30393,192.580212,,192.580212,192.589906,0.009694,,,,0.009694,0.000191,-0.009503,,,
30394,192.589906,,192.589906,192.590097,0.000191,,,,0.000191,7.3E-05,-0.000118,,,
30395,192.590097,,192.590097,192.59017,7.3E-05,,,,7.3E-05,0.049947,0.049874,,,
30396,192.59017,,192.59017,192.640117,0.049947,,,,0.049947,0.010554,-0.039393,,,
30397,192.640117,,192.640117,192.650671,0.010554,,,,0.010554,0.000183,-0.010371,,,
30398,192.650671,,192.650671,192.650854,0.000183,,,,0.000183,7.1E-05,-0.000112,,,
30399,192.650854,,192.650854,192.650925,7.1E-05,,,,7.1E-05,6.8E-05,-3E-06,,,
30400,192.650925,,192.650925,192.650993,6.8E-05,,,,6.8E-05,6.8E-05,0,,,
30401,192.650993,,192.650993,192.651061,6.8E-05,,,,6.8E-05,7E-05,2E-06,,,
30402,192.651061,,192.651061,192.651131,7E-05,,,,7E-05,6.9E-05,-1E-06,,,
30403,192.651131,,192.651131,192.6512,6.9E-05,,,,6.9E-05,7.1E-05,2E-06,,,
30404,192.6512,,192.6512,192.651271,7.1E-05,,,,7.1E-05,0.046462,0.046391,,,
30405,192.651271,,192.651271,192.697733,0.046462,,,,0.046462,0.010957,-0.035505,,,
30406,192.697733,,192.697733,192.70869,0.010957,,,,0.010957,0.053312,0.042355,,,
30407,192.70869,,192.70869,192.762002,0.053312,,,,0.053312,0.010789,-0.042523,,,
30408,192.762002,,192.762002,192.772791,0.010789,,,,0.010789,0.000198,-0.010591,,,
30409,192.772791,,192.772791,192.772989,0.000198,,,,0.000198,6.9E-05,-0.000129,,,
30410,192.772989,,192.772989,192.773058,6.9E-05,,,,6.9E-05,7.6E-05,7E-06,,,
30411,192.773058,,192.773058,192.773134,7.6E-05,,,,7.6E-05,6.4E-05,-1.2E-05,,,
30412,192.773134,,192.773134,192.773198,6.4E-05,,,,6.4E-05,6.4E-05,-2.84217E-14,,,
30413,192.773198,,192.773198,192.773262,6.4E-05,,,,6.4E-05,7E-05,6E-06,,,
30414,192.773262,,192.773262,192.773332,7E-05,,,,7E-05,6.7E-05,-3E-06,,,
30415,192.773332,,192.773332,192.773399,6.7E-05,,,,6.7E-05,6.9E-05,2E-06,,,
30416,192.773399,,192.773399,192.773468,6.9E-05,,,,6.9E-05,6.9E-05,0,,,
30417,192.773468,,192.773468,192.773537,6.9E-05,,,,6.9E-05,0.01068,0.010611,,,
30418,192.773537,,192.773537,192.784217,0.01068,,,,0.01068,0.023622,0.012942,,,
30419,192.784217,,192.784217,192.807839,0.023622,,,,0.023622,0.003786,-0.019836,,,
30420,192.807839,,192.807839,192.811625,0.003786,,,,0.003786,0.002419,-0.001367,,,
30421,192.811625,,192.811625,192.814044,0.002419,,,,0.002419,0.015921,0.013502,,,
30422,192.814044,,192.814044,192.829965,0.015921,,,,0.015921,0.005981,-0.00994,,,
30423,192.829965,,192.829965,192.835946,0.005981,,,,0.005981,0,-0.005981,,,
30424,192.835946,,192.835946,192.835946,0,,,,0,0.062066,0.062066,,,
30425,192.835946,,192.835946,192.898012,0.062066,,,,0.062066,0.000134,-0.061932,,,
30426,192.898012,,192.898012,192.898146,0.000134,,,,0.000134,4E-06,-0.00013,,,
30427,192.898146,,192.898146,192.89815,4E-06,,,,4E-06,4.3E-05,3.9E-05,,,
30428,192.89815,,192.89815,192.898193,4.3E-05,,,,4.3E-05,5E-05,7E-06,,,
30429,192.898193,,192.898193,192.898243,5E-05,,,,5E-05,4E-05,-1E-05,,,
30430,192.898243,,192.898243,192.898283,4E-05,,,,4E-05,4E-05,2.84217E-14,,,
30431,192.898283,,192.898283,192.898323,4E-05,,,,4E-05,9.5E-05,5.5E-05,,,
30432,192.898323,,192.898323,192.898418,9.5E-05,,,,9.5E-05,3.9E-05,-5.6E-05,,,
30433,192.898418,,192.898418,192.898457,3.9E-05,,,,3.9E-05,3.9E-05,-2.84217E-14,,,
30434,192.898457,,192.898457,192.898496,3.9E-05,,,,3.9E-05,3.8E-05,-1E-06,,,
30435,192.898496,,192.898496,192.898534,3.8E-05,,,,3.8E-05,3.7E-05,-1E-06,,,
30436,192.898534,,192.898534,192.898571,3.7E-05,,,,3.7E-05,0.009287,0.00925,,,
30437,192.898571,,192.898571,192.907858,0.009287,,,,0.009287,0.031833,0.022546,,,
30438,192.907858,,192.907858,192.939691,0.031833,,,,0.031833,0.023065,-0.008768,,,
30439,192.939691,,192.939691,192.962756,0.023065,,,,0.023065,0.01055,-0.012515,,,
30440,192.962756,,192.962756,192.973306,0.01055,,,,0.01055,0.000143,-0.010407,,,
30441,192.973306,,192.973306,192.973449,0.000143,,,,0.000143,0.020753,0.02061,,,
30442,192.973449,,192.973449,192.994202,0.020753,,,,0.020753,0.010715,-0.010038,,,
30443,192.994202,,192.994202,193.004917,0.010715,,,,0.010715,0.000137,-0.010578,,,
30444,193.004917,,193.004917,193.005054,0.000137,,,,0.000137,3.9E-05,-9.8E-05,,,
30445,193.005054,,193.005054,193.005093,3.9E-05,,,,3.9E-05,3.7E-05,-2E-06,,,
30446,193.005093,,193.005093,193.00513,3.7E-05,,,,3.7E-05,3.9E-05,2E-06,,,
30447,193.00513,,193.00513,193.005169,3.9E-05,,,,3.9E-05,9.2E-05,5.3E-05,,,
30448,193.005169,,193.005169,193.005261,9.2E-05,,,,9.2E-05,0.094332,0.09424,,,
30449,193.005261,,193.005261,193.099593,0.094332,,,,0.094332,0.000151,-0.094181,,,
30450,193.099593,,193.099593,193.099744,0.000151,,,,0.000151,4.2E-05,-0.000109,,,
30451,193.099744,,193.099744,193.099786,4.2E-05,,,,4.2E-05,3.8E-05,-4E-06,,,
30452,193.099786,,193.099786,193.099824,3.8E-05,,,,3.8E-05,0.003929,0.003891,,,
30453,193.099824,,193.099824,193.103753,0.003929,,,,0.003929,0.012456,0.008527,,,
30454,193.103753,,193.103753,193.116209,0.012456,,,,0.012456,0.009527,-0.002929,,,
30455,193.116209,,193.116209,193.125736,0.009527,,,,0.009527,0.000116,-0.009411,,,
30456,193.125736,,193.125736,193.125852,0.000116,,,,0.000116,4.3E-05,-7.3E-05,,,
30457,193.125852,,193.125852,193.125895,4.3E-05,,,,4.3E-05,3.6E-05,-7E-06,,,
30458,193.125895,,193.125895,193.125931,3.6E-05,,,,3.6E-05,0.009213,0.009177,,,
30459,193.125931,,193.125931,193.135144,0.009213,,,,0.009213,0.010376,0.001163,,,
30460,193.135144,,193.135144,193.14552,0.010376,,,,0.010376,0.000166,-0.01021,,,
30461,193.14552,,193.14552,193.145686,0.000166,,,,0.000166,5.1E-05,-0.000115,,,
30462,193.145686,,193.145686,193.145737,5.1E-05,,,,5.1E-05,4.7E-05,-4E-06,,,
30463,193.145737,,193.145737,193.145784,4.7E-05,,,,4.7E-05,0.045534,0.045487,,,
30464,193.145784,,193.145784,193.191318,0.045534,,,,0.045534,0.010943,-0.034591,,,
30465,193.191318,,193.191318,193.202261,0.010943,,,,0.010943,0.000148,-0.010795,,,
30466,193.202261,,193.202261,193.202409,0.000148,,,,0.000148,5.6E-05,-9.2E-05,,,
30467,193.202409,,193.202409,193.202465,5.6E-05,,,,5.6E-05,4.6E-05,-1E-05,,,
30468,193.202465,,193.202465,193.202511,4.6E-05,,,,4.6E-05,0.02555,0.025504,,,
30469,193.202511,,193.202511,193.228061,0.02555,,,,0.02555,0.009868,-0.015682,,,
30470,193.228061,,193.228061,193.237929,0.009868,,,,0.009868,0.037519,0.027651,,,
30471,193.237929,,193.237929,193.275448,0.037519,,,,0.037519,0.01137,-0.026149,,,
30472,193.275448,,193.275448,193.286818,0.01137,,,,0.01137,0.000149,-0.011221,,,
30473,193.286818,,193.286818,193.286967,0.000149,,,,0.000149,5.2E-05,-9.7E-05,,,
30474,193.286967,,193.286967,193.287019,5.2E-05,,,,5.2E-05,4.4E-05,-8E-06,,,
30475,193.287019,,193.287019,193.287063,4.4E-05,,,,4.4E-05,4.1E-05,-3E-06,,,
30476,193.287063,,193.287063,193.287104,4.1E-05,,,,4.1E-05,4E-05,-1E-06,,,
30477,193.287104,,193.287104,193.287144,4E-05,,,,4E-05,4.1E-05,1E-06,,,
